Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
0e0b4a43b7a5a77871bd4063ba315f670cbc4e26,6892,15,3,2,61,6847,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
876ca37c98451d5968f275227f25da337e41afe8,6892,15,3,2,61,6847,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c72c143c32a5a0a25bc5665a4876434efffe86b2,6888,15,3,2,61,6843,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
fedfff6140219ffc1c20ccb3ebc97a3e56ce586b,6888,15,3,2,61,6843,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
019309acc16e3064fe8cccb184bd76c3588b3e9c,6888,15,3,2,61,6843,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
6b2c08beda5f9e508972ffe40945630c97362fac,6877,15,3,2,61,6832,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
032dc5d6f1e1a474d5cdf1d25a8cc471867181ea,6877,15,3,2,61,6832,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
dad1b91d934b0bfc17c7344d4b55ce8913d9b22d,6877,15,3,2,61,6832,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
f2b8287cbdfd076e3f588b56da33714c619f8ea3,6877,15,3,2,61,6832,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
1110c97d1efa345867eaca7864c2d41e3894d93a,6875,15,3,2,61,6830,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
f67825a60a860c67e4ceb84655892b6c4c0e2456,6874,15,3,2,61,6829,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
31ed2703b19e35428217086d0fbb6f8c7cec03ac,6870,15,3,2,61,6825,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
4ae12bb668e45c3d2ea25c7044b99bba5a5dba29,6870,15,3,2,61,6825,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
979e5779a611bd42e344f95b8e3dc06e30f95ee5,6858,15,3,2,63,6811,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
48f775818a1adea2981b9cf21972b6610f0ffbd2,6856,15,3,2,63,6809,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
4f5bee10c6ea250bafbcdea631c9e4aa7b1ea5c4,6855,15,3,2,63,6808,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
bc07a6a89f87f999199f3b21e30955258af2c190,6854,15,3,2,63,6807,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
e260e34e6db8b0b883e8323623abfd0e9499e508,6858,15,3,2,63,6811,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
09582975f7d0cc09f32d5d230cff966ac9ec0300,6858,15,3,2,63,6811,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
5850488bed14d83c88df16ac9a17541f38dd7248,6858,15,3,2,63,6811,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
388bb0d7fbb0577bfd689dcdda8e78faa21d583f,6854,15,3,2,63,6807,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
4d71629d1f22ced0dd780919f22e70a642ec6753,6854,15,3,2,63,6807,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c3f6017884535b8da5e47c993cb8f1dd22fc4f6c,6854,15,3,2,63,6807,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
b31aa7993ffdb1ab58d63cf4875e9a85d2f530c7,6854,15,3,2,63,6807,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
d5070e84cf15a9bce4436f0d93c9c3c03d5975c7,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c44f7d0115162c9d1163e866fbf0f2dd7a3b8ad9,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
430a95113f1448e4df16d1197774d0f986a20057,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0b1e23e61a39ccea55936a7cb32115786f2ea5ac,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
cf0efc4151073495b85220d33ed974851134f407,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
182ef94e1d443708f52b14b63107ea4c6f0e0cd6,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
a77628cbae4fb2af6bae634eeaa064616decf5f5,6853,15,3,2,63,6806,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
64bd3d0b66491e8e7258cb5e12d9687d2123488e,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
ec0c3aff1925fe5e9ad06aa904a0f34eaeca8598,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
27e3f2c80ef1838706797eaf8d599ac70985b938,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
6f0967c7efd193f0f73ec97b41e7c969c0553d35,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
f71ed1c78c793b0d4e0677984c7f6653c6032580,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0cb1bb27054397cf056565928ba12f5e9b9b90e7,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
d3ff1b66e154788e4551d008a77939232eadf370,6852,15,3,2,63,6805,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
7a0fc507870fcaaefee867638bcc280e374fe40e,6849,15,3,2,63,6802,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
c5524337c7abf5f9c5436736cbc8c081c193e8ab,6847,15,3,2,63,6800,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
0ca33164a0ff8cf8e26eb3cc3134d66baab5366f,6841,15,3,2,63,6794,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
5544405272578e4be4e780392e620f0c4fd1b19b,6839,15,3,2,63,6792,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
b3791480f86e52621f5b88d246be77a58e7ec428,6839,15,3,2,63,6792,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html
