Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
c03e6ec3b3e91a81f72e61108e43f997aff36638,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4e0aa2675071a924e9c122535d38be6a9ccfd299,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
febde142eb3345cc1bd5f4b696eb51a0094d3649,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2c13c18572c560c547c67f6cba84a2e1e64711fa,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
82e14d540dea32f1363d204cf928158d2cc42d8a,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
9a72bcb6cfbd6552f8be5ac6b33614e54f541788,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
aab624de4c971be222181ff54c8d3b42025dfd78,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
ca6421789d587d1c896c1823bf907cce4dc4e6e0,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
60b2220c1712197c8042ecf9ea8192c94e5bd7a5,24678,1272,230,28,749,25403,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4fd812a6def42c03a703aadd609b698ae3f08203,24664,1272,230,28,749,25389,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1648d7ef61f478522cd975f0209ddca47e14568f,24664,1272,230,28,749,25389,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c34b73a46ebd438d8c13c3e9066b3d11c21fc2a2,24664,1272,230,28,749,25389,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
05079fd7f0286b4883ee6bb2620b8df8d8b40b8b,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8379804182a904d6be2f30ff0123b7a42325b9a2,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
bb6be350c0f40ea683a04eaccef3366fbf602dfd,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2589cedbfd0158b78503940b6feb37dcbc14e990,24660,1272,230,28,749,25385,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
811fa2b016ca613061e5d4d32fee005e53c1bf1d,24660,1272,230,28,749,25385,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1abd63731ae07352514f03c54a9d68a8b22376dc,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
adf36ff78b863fb02b5aba9a564aded0d2532d67,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5946e60f439cce89516b4ee55b64722b5641b02e,24663,1272,230,28,749,25388,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
99c9e48aed606a4c454a2e1045426cd528bffd77,24659,1272,230,28,749,25384,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
42406162cac1d5f899dd22c91d9caa06b19956e5,24659,1272,230,28,749,25384,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
be464b48d6b329a2510d312d7ff89f3c01d4e62b,24659,1272,230,28,749,25384,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
6f83dda4703d77fec566b5f3db4b4b4d535df919,24659,1272,230,28,749,25384,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8d3c8bf35898a587cd794e7d8fc2f765e5b09036,24659,1272,230,28,749,25384,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/79.html;https://cwe.mitre.org/data/definitions/89.html;https://cwe.mitre.org/data/definitions/94.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/319.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
